"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","conditions","province","contactPerson","email","telephone","fax","briefingVenue","bf","bc","reason"
38731," MICT/SETA/GIS/17/2021","Request for Bid(Open-Tender)","19 Richard Drive - Halfway House - Midrand - 1685","Media, Information and Communication Technologies Sector Education and training Authority (MICT SETA)",false,"Thursday, 03 November 2022 - 11:00","Wednesday, 02 November 2022","2022-11-02T00:00:00","<not available>","2022-11-03T11:00:00",,"Cancelled","Information and communication"," APPOINTMENT OF A SERVICE 
PROVIDER FOR LICENCING, IMPLEMENTATION, SUPPORT, AND MAINTENANCE OF 
GEOGRAPHIC INFORMATION SYSTEM (GIS) OF THE MICT SETA","CANCELLED.","Gauteng","SCM","rfqs@mict.org.za","011-207-2600","N/A",,"N/A"," NO",
38733," MICT/SETA/LMS/15/2021","Request for Bid(Open-Tender)","19 Richard Drive - Halfway House - Midrand - 1685","Media, Information and Communication Technologies Sector Education and training Authority (MICT SETA)",false,"Thursday, 03 November 2022 - 11:00","Wednesday, 02 November 2022","2022-11-02T00:00:00","<not available>","2022-11-03T11:00:00",,"Cancelled","Information and communication"," APPOINTMENT OF A SERVICE 
PROVIDER FOR CUSTOMISATION, IMPLEMENTATION, AND SUPPORT AND MAINTENANCE OF 
LEARNER MANAGEMENT SYSTEM (LMS) OF THE MICT SETA FOR A PERIOD OF FIVE (05) YEARS","CANCELLED.","Gauteng","SCM","rfqs@mict.org.za","011-207-2600","N/A",,"N/A"," NO",
38610,"RFP/LOG/2022/5",,"Corner attilery and Henley Road - Auckland Park  - Johannesburg - 2006","South African Broadcasting Corporation Limited",false,"Friday, 11 November 2022 - 12:00","Tuesday, 01 November 2022","2022-11-01T00:00:00","<not available>","2022-11-11T12:00:00",,"Cancelled","Administrative and support activities","CANCELLATION OF RFP NO: RFP/LOG/2022/5 : PROVISION OF CLEANING SERVICES AND SUPPLY OF HYGIENE PRODUCTS FOR SABC NW FOR 36 MONTHS","N/A","National","Namhla","tenderqueries@sabc.co.za","011-714-4644","N/A",,"N/A"," NO",
38612,"RFQ/LOG/2022/119","Request for Quotation","Corner attilery and Henley Road - Auckland Park  - Johannesburg - 2006","South African Broadcasting Corporation Limited",false,"Friday, 11 November 2022 - 12:00","Tuesday, 01 November 2022","2022-11-01T00:00:00","<not available>","2022-11-11T12:00:00",,"Cancelled","Administrative and support activities","RFQ/LOG/2022/119: SUPPLY AND DELIVERY OF FUEL AT SABC BLOEMFONTEIN, KIMBERLY & PLATFONTEIN’S REGIONS FOR A PERIOD OF FIVE (5) YEARS.","N/A","National","Doctor","tenderqueries@sabc.co.za","011-714-4644","N/A",,"N/A"," NO",
38631,"MWP1037TX-R","Request for Bid(Open-Tender)",,"ESKOM",true,"Thursday, 15 December 2022 - 10:00","Tuesday, 01 November 2022","2022-11-01T00:00:00","Wednesday, 16 November 2022 - 10:00","2022-12-15T10:00:00","2022-11-16T10:00:00","Cancelled","Services: Electrical","The HVDC pole and bypass circuit breakers and associated systems for Apollo Converter Station.","Tender documents are downloadable from the Eskom tender bulletin free of charge.","Gauteng","Nomthandazo Khumalo","ntinganb@eskom.co.za","011-800-4709","000-000-0000","https://teams.microsoft.com/l/meetup-join/19%3ameeting_M2I0M2Q2OGYtNWU5Mi00ZjZmLWI1ZmItNzM2ODk0ZDQzZ","Yes"," NO","Duplicate"
38659,"RFB 2565/2022","Request for Bid(Open-Tender)","459 John Vorster Dr - Centurion - Pretoria - 0048","State Information Technology Agency",true,"Wednesday, 23 November 2022 - 11:00","Tuesday, 01 November 2022","2022-11-01T00:00:00","Wednesday, 09 November 2022 - 10:00","2022-11-23T11:00:00","2022-11-09T10:00:00","Cancelled","Supplies: Electrical Equipment","Supply Of Uninterrupted Power Supply Distribution Boards At Centurion Data Centre","N/A","Gauteng","Muditambi Gangazhe","Muditambi.Gangazhe@wsita.co.za","012-482-3235","N/A","Microsoft Teams","Yes"," Yes","duplicate"
38446,"KZN014 .","Request for Proposal",,"ESKOM",false,"Thursday, 15 December 2022 - 11:00","Monday, 31 October 2022","2022-10-31T00:00:00","<not available>","2022-12-15T11:00:00",,"Cancelled","Accommodation","To establish a lease agreement for the rental of between 4 200m2 and 15 340m2 land in Manguzi
to be utilized as a lay down for Park homes, within a 3Km radius of the existing site (GPS
location E32.71153 & S27.01153) for a period of 36 months from 1 April 2023 and not extending
beyond 31 March 2026.","CANCELLATION","KwaZulu-Natal","Anita Rickhoff","anita.rickhoff@eskom.co.za","031-710-5436","086-699-9308",,"N/A"," NO",
38511,"MWP1414CX","Request for Bid(Open-Tender)","Maxwell Drive - Sunninghill - Johannesburg, Sandton - 2000","ESKOM",false,"Wednesday, 30 November 2022 - 11:00","Monday, 31 October 2022","2022-10-31T00:00:00","<not available>","2022-11-30T11:00:00",,"Cancelled","Services: Professional","Cancellation of MWP1414CX for NEC3, NEC4 and FIDIC first and/or second edition training for contract managers and end users on an “as and when’ required” basis for a period of three (3) years.  ","N/A","Gauteng","Jeanette Makume","makumej@eskom.co.za","011-800-5642","086-662-6997",,"N/A"," NO",
38512,"WCKBG2425OJ...","Request for Quotation","Koeberg Nuclear Power Station, Cape Farms, Cape Town, South Africa - Cape Town - Cape Town - 7440","ESKOM",false,"Friday, 04 November 2022 - 01:30","Monday, 31 October 2022","2022-10-31T00:00:00","<not available>","2022-11-04T01:30:00",,"Cancelled","Human health activities","The provision of Occupational Health Services at Koeberg Operating Unit","N/A","Western Cape","Odwa Jikwana","JikwanO@eskom.co.za","021-522-1232","N/A",,"N/A"," NO",
38161,"SCC 01/22","Request for Bid(Open-Tender)","125 MITCHELL STREET - GEORGE SOUTH - GEORGE - 6530","South Cape TVET College",true,"Wednesday, 30 November 2022 - 11:00","Friday, 28 October 2022","2022-10-28T00:00:00","Thursday, 17 November 2022 - 11:00","2022-11-30T11:00:00","2022-11-17T11:00:00","Cancelled","Accommodation","SUPPLY AND DELIVERY OF ACCOMODATION SERVICES","NO","Western Cape","SISANDA","SISANDA.MPALALA@SCCOLLEGE.CO.ZA","044-805-4500","N/A","125 MITCHELL STREET GEORGE","Yes"," Yes","error"
35062,"MTF 02/08/2022","Request for Bid(Open-Tender)","138 Lilian Ngoyi Street - Newtown - Johannesburg - 2001","Market Theatre Foundation",true,"Monday, 31 October 2022 - 12:00","Thursday, 27 October 2022","2022-10-27T00:00:00","Wednesday, 05 October 2022 - 10:00","2022-10-31T12:00:00","2022-10-05T10:00:00","Cancelled","Office administrative, office support and other business support activities","REQUEST FOR PROPOSALS FOR THE APPOINTMENT OF A PROFESSIONAL SERVICE PROVIDER: TO PROVIDE FACILITIES MANAGEMENT FOR THE MARKET THEATRE FOUNDATION","Document will be available on the 03 October 2022 @ R 300 (Cash Only)

The terms of reference attached is pure for information purposes only","Gauteng","Vickey Pienaar","vickeyp@markettheatre.co.za","011-832-1641","N/A","56 Margaret Mcingana St, Newtown, Johannesburg, 2001","Yes"," Yes",
38012,"10332307","Request for Quotation","Belville, Salt River and Deep River - Cape Town - Cape Town - 8000","Passenger Rail Agency of South Africa",true,"Friday, 11 November 2022 - 10:00","Thursday, 27 October 2022","2022-10-27T00:00:00","Thursday, 03 November 2022 - 11:00","2022-11-11T10:00:00","2022-11-03T11:00:00","Cancelled","Services: Electrical","Supply, Delivery & Install Transformers","•	Bidders will be given 15minutes grace time when attending compulsory briefing sessions, thereafter the door to the venue will be closed
•	PRASA is not responsible if bidder arrived at the wrong venue which results in them being late for briefing session
•	Bidders to ensure that they bring with the tender documents, when attending the briefing session

","Western Cape","ROSINAH SKISAZANA","Rosinah.skisazana@prasa.com","021-449-2095","N/A","Room 163 Infrastructure Building, Off Malta Rood, Salt River","Yes"," Yes","unable to advertise on CIDB due to technical problem last week"
38216,"KZN/RAIL/10/2022/10/Q","Request for Quotation","65 MASABALALA YENGWA  AVENUE, GREYVILLE - DURBAN - DURBAN - 4001","Passenger Rail Agency of South Africa",true,"Friday, 04 November 2022 - 12:00","Thursday, 27 October 2022","2022-10-27T00:00:00","Monday, 31 October 2022 - 11:00","2022-11-04T12:00:00","2022-10-31T11:00:00","Cancelled","Services: General","REQUEST FOR QUOTATION: NUMBERING OF MAST POLES, LATTICE BRIDGE, TENSION BRIDGE , TRACK SWITCHES AND SECTION INSULATORS FOR PRASA RAIL IN KZN REGION","Bidders must be registered on CSD","KwaZulu-Natal","Nomfundo Zantsi","Nomfundo.Zantsi@prasa.com","031-813-0105","N/A","PRASA, METRORAIL KZN, 65 MASABALALA YENGWA AVENUE, GREYVILLE, DURBAN STATION","Yes"," Yes","No bidders arrived to attend the compulsory briefing session"
38221,"FP3/2022PO","Request for Bid(Open-Tender)"," CNR KOCH & 7 AVENUE - SALVOKOP - PRETORIA - 0001","Freedom Park Trust",false,"Friday, 04 November 2022 - 11:00","Thursday, 27 October 2022","2022-10-27T00:00:00","<not available>","2022-11-04T11:00:00",,"Cancelled","Services: Functional (Including Cleaning and Security Services)","Tender FP03/2022PO for provision of Security Services To Freedom Park for a period of three (3) years has been cancelled","N/A","Gauteng","Moloko Moroko","moloko@freedompark.co.za","012-336-4191","012-336-4000",,"N/A"," NO",
38006,"MPKUS10096PS","Request for Bid(Open-Tender)",,"ESKOM",false,"Wednesday, 30 November 2022 - 10:00","Wednesday, 26 October 2022","2022-10-26T00:00:00","<not available>","2022-11-30T10:00:00",,"Cancelled","Construction","NOTIFICATION OF TENDER CANCELLATION_MPKUS10096PS_ Bulk Material Handling and Ancillary works for Kusile 60 Year Ash Disposal Facility (60Y ADF)","N/A","Mpumalanga","Julia Lebepe","lebepej@eskom.co.za","017-612-6022","N/A",,"N/A"," NO",
38016,"ERI/2022/LS/09.","Request for Quotation",,"ESKOM",false,"Friday, 25 November 2022 - 10:00","Wednesday, 26 October 2022","2022-10-26T00:00:00","<not available>","2022-11-25T10:00:00",,"Cancelled","Warehousing and support activities for transportation","TENDER CANCELLATION TO APPOINT A SUPPLIER TO LEASE A DEPOT IN POLOKWANE FOR A PERIOD OF FIVE (5) YEARS","N/A","Limpopo","Thendo Silimela","silimetm@eskom.coza","011-800-8269","N/A",,"N/A"," NO",
38017,"ERI/2022/LS/05","Request for Quotation",,"ESKOM",false,"Friday, 25 November 2022 - 10:00","Wednesday, 26 October 2022","2022-10-26T00:00:00","<not available>","2022-11-25T10:00:00",,"Cancelled","Warehousing and support activities for transportation","TENDER CANCELLATION FOR LEASING OF EAST LONDON WAREHOUSE FOR A PERIOD OF 3 YEARS.","N/A","Eastern Cape","Thendo Silimela","silimetm@eskom.co.za","011-800-8269","N/A",,"N/A"," NO",
38018,"WCPK1051JC-Cancellation","Request for Bid(Open-Tender)","Gourikwa and Ankerlig Power Station - Atlantis and Mosselbay - Atlantis and Mosselbay - 6500","ESKOM",false,"Friday, 28 October 2022 - 11:00","Wednesday, 26 October 2022","2022-10-26T00:00:00","<not available>","2022-10-28T11:00:00",,"Cancelled","Services: General","Cancellation of Enquiry WCPK1051JC for the overhauling of Ankerlig and Gourikwa Fuel Forwarding Pumps.
Enquiry cancelled as no response received.  Enquiry to be reissued","Enquiry to be cancelled as no responses received. Enquiry to be reissued","Western Cape","Judith Carolus","caroluj@eskom.co.za","021-941-5849","N/A",,"N/A"," NO",
38049,"KZN/RAIL/10/2022/009/Q","Request for Quotation","N065 MASABALALA YENGWA  AVENUE - DURBAN - DURBAN - 4001","Passenger Rail Agency of South Africa",false,"Thursday, 03 November 2022 - 12:00","Wednesday, 26 October 2022","2022-10-26T00:00:00","<not available>","2022-11-03T12:00:00",,"Cancelled","Services: General","REPAIRS TO SINGLE HANDED MASTER CONTROLLER ,VIGI-DRIVE, EMERGENCY BRAKE VALVE,AUXILIARY HIGH TENSION EARTHING KEY SWITCH AND HIGH TENSION EARTHING KEY SWITCH FOR 10M5 MOTOR COACHES ON AN AS AND WHEN BASIS","BIDDERS MUST BE REGISTERED ON CSD","KwaZulu-Natal","Nomfundo Zantsi","Nomfundo.Zantsi@prasa.com","031-813-0105","N/A",,"N/A"," NO","On the closing date only 2 responses received"
37905,"RFQ: 132/22/FM","Request for Quotation","CNR BEATRIX AND PRETORIOUS STREET - ARCADIA - PRETORIA - 0083","South African Social Security Agency",true,"Thursday, 03 November 2022 - 11:00","Tuesday, 25 October 2022","2022-10-25T00:00:00","Friday, 28 October 2022 - 11:00","2022-11-03T11:00:00","2022-10-28T11:00:00","Cancelled","Services: General","ELECTRONIC DIGITAL KEYPAD FOR SAFE","QUOTATION AND DOCUMENTS TO BE HAND DELIVERED","Gauteng","DINEO","AcquisitionDineo@sassa.gov.za","012-400-2154","N/A","501 PRODINSA BUILDING, SASSA HOUSE, CNR BEATRIX AND PRETORIOUS STREET, ARCADIA, OPPOSITE STEERLAND","Yes"," Yes","none responsive"
37941,"SGR/CRES/KNI/KEM-CON/09/2022","Request for Proposal",,"Passenger Rail Agency of South Africa",true,"Friday, 25 November 2022 - 12:00","Tuesday, 25 October 2022","2022-10-25T00:00:00","Friday, 04 November 2022 - 12:00","2022-11-25T12:00:00","2022-11-04T12:00:00","Cancelled","Construction","APPOINTMENT OF A CONTRACTOR FOR THE REFURBISHMENT, ALTERATIONS, AND ADDITIONS AT CORRIDOR 2A – CLUSTER 4: KNIGHTS STATION AND KEMPTON PARK STATION IN THE SOUTH GAUTENG REGION","An invite to construction companies with a CIDB grading/level 7GB or higher. 
Briefing Session is compulsory. ","Gauteng","ZOLISWA YANGAIRO","zoliswa.yangairo@prasa.com","011-013-0088","N/A","KEMPTON PARK TRAIN STATION ","Yes"," Yes","Dear Potential Bidders

Prasa has decided to Cancel this tender. "
37978,"TP/2022/10/0122/13849/RFQ","Request for Quotation",,"Transnet SOC Ltd",true,"Wednesday, 02 November 2022 - 12:00","Tuesday, 25 October 2022","2022-10-25T00:00:00","Thursday, 27 October 2022 - 11:30","2022-11-02T12:00:00","2022-10-27T11:30:00","Cancelled","Other service activities","ONCE-OFF SUPPLY AND INSTALLATION OF 11KN SELF PRIMING CENTRIFUGAL PUMP AT ERMELO YARD","N/A","North West","Raesetja Ledwaba","Raesetja.Ledwaba@transnet.net","011-308-1531","011-308-1531",,"Yes"," NO","save as a duplicate"
37772,"ECR/CRES/17/10/2022","Request for Quotation","Prasa ,No 8 station Rd   East London  Train station - East London - East London - 5200","Passenger Rail Agency of South Africa",false,"Monday, 31 October 2022 - 12:00","Monday, 24 October 2022","2022-10-24T00:00:00","<not available>","2022-10-31T12:00:00",,"Cancelled","Services: General","REQUEST FOR QUOTATION (RFQ) PROVISION OF THREE (3 )AS AND WHEN SERVICE PROVIDERS OF HYGIENE AND SANITATION AT EAST LONDON, PORT ELIZABETH AND MLPS CORRIDOR IN EASTERN CAPE REGION FOR A PERIOD OF 24 MONTHS","N/A","Eastern Cape","Luleka Mtyala","lmtyala@prasa.com","043-700-2329","N/A",,"N/A"," NO","due to non-responsiveness the RFQ had to be cancelled to be readvertised"
37786,"RFQ/KBP/0039","Request for Quotation","WESFLEUR SHOPPING CENTRE, 20 WESFLEUR CIRCLE, ATLANTIS, WESTERN CAPE - ATLANTIS - ATLANTIS - 7299","Small Enterprise Finance Agency",true,"Friday, 04 November 2022 - 11:00","Monday, 24 October 2022","2022-10-24T00:00:00","Friday, 28 October 2022 - 11:00","2022-11-04T11:00:00","2022-10-28T11:00:00","Cancelled","Services: Electrical","REQUEST FOR QUOTATION (RFQ): ELECTRICAL ASSESSMENT AND INVESTIGATION FOR KHULA BUSINESS PREMISES (PTY) LTD A SUBSIDIARY OF SMALL ENTERPRISE FINANCE AGENCY SOC LTD (SEFA) AT WESFLEUR SHOPPING CENTRE, 20 WESFLEUR CIRCLE, ATLANTIS, WESTERN CAPE","N/A","Western Cape","Tebogo Seima","tebogos@sefa.org.za","081-323-0288","N/A","WESFLEUR SHOPPING CENTRE, 20 WESFLEUR CIRCLE, ATLANTIS, WESTERN CAPE","Yes"," Yes","Advertising through a Panel"
37788,"SPU/B/DSS/086/22","Request for Bid(Open-Tender)","10 Air Depot, Stephanus Schoeman Road - Thaba Tshwane - Pretoria - 0187","Defence",false,"Thursday, 17 November 2022 - 11:00","Monday, 24 October 2022","2022-10-24T00:00:00","<not available>","2022-11-17T11:00:00",,"Cancelled","Supplies: Clothing/Textiles/Footwear","Supply and Delivery of Gloves Unisex White Cotton for SA Air Force. DOD PROC PLAN ","Technical Information contact Warrant Officer T.Pollock at (012) 351 5186.","Gauteng","Warrant Officer M.G. Greeff","Magrietha.VanHeerden@dod.mil.za","012-351-2266","012-351-2340",,"N/A"," NO","Attachedments"
37814," DSUREN/MPU/01/2022","Request for Quotation","30 Brown Street - 9th Floor DPW Offices - Nelspruit - 1200","Independent Development Trust",false,"Tuesday, 08 November 2022 - 12:00","Monday, 24 October 2022","2022-10-24T00:00:00","<not available>","2022-11-08T12:00:00",,"Cancelled","Rental and leasing activities","REQUEST FOR QUOTATIONS FOR THE PROVISION OF SUITABLE
OFFICE SPACE FOR IDT MPUMALANGA REGIONAL OFFICE BASED IN NELSPRUIT FOR A PERIOD OF 12 MONTHS WITH AN OPTION TO RENEW FOR 12 MONTHS
","Attached Bid Document","Mpumalanga","Sbongile Lubisi","sbongilel@idt.org.za","012-845-2000","N/A",,"N/A"," NO","We need to change the period of the tender to three years (3) and the closing date to be 21 days."
37833,"SPU/B/DSS/086/22","Request for Bid(Open-Tender)","10 Air Depot, Stephanus Schoeman Road - Thaba Tshwane - Pretoria - 0187","Defence",false,"Thursday, 17 November 2022 - 11:00","Monday, 24 October 2022","2022-10-24T00:00:00","<not available>","2022-11-17T11:00:00",,"Cancelled","Supplies: Clothing/Textiles/Footwear","Supply and Delivery of Gloves Unisex White Cotton for the SA Air Force. DOD PROC PLAN 22-23/SAAF/DSS/114.","Technical Information contact Warrant Officer T. Pollock at (012) 351 5186.","Gauteng","Warrant Officer M.G. Greeff","Magrietha.VanHeerden@dod.mil.za","012-351-2266","012-351-2340",,"N/A"," NO","Wrong Bid attached to Advert."
37685,"KGFT RFP 2022-23","Request for Proposal","303 Dr. Pixley Kaseme Street - Durban - Durban - 4001","KZN Growth Fund Trust",false,"Thursday, 10 November 2022 - 12:00","Friday, 21 October 2022","2022-10-21T00:00:00","<not available>","2022-11-10T12:00:00",,"Cancelled","Security and investigation activities","APPOINTMENT OF A FORENSIC INVESTIGATION FIRM TO CONDUCT AN INVESTIGATION FOR PAYROLL","N/A","KwaZulu-Natal","Mvelase","accounts@kzngf.co.za","031-372-3720","N/A",,"N/A"," NO","25 October 2022

Dear Prospective service provider
RFP CANCELLATION: FORENSIC INVESTIGATION FIRM TO CONDUCT AN INVESTIGATION FOR PAYROLL - RFP 2022/23
Dear Bidder,
Thank you for showing an interest in responding to the Request for Proposals (RFP) for Forensic Investigation for Payroll for the KZN Growth Fund Trust (KGFT). The KGFT hereby advises that the RFP, reference number KGFT - RFP 2022/23 has been cancelled.
The KZN Growth Fund wishes to thank each bidder for the time and effort taken in the preparation and submission of each proposal and hopes that you will participate in future bids.
Yours Sincerely,
________________________
Mr. Kayalethu Ngqaka
Acting Chief Executive Officer"
37340,"2022/057",,"310 Burger Street - CBD - Pietermaritzburg - 3201","Umgeni Water",false,"Thursday, 24 November 2022 - 12:00","Thursday, 20 October 2022","2022-10-20T00:00:00","<not available>","2022-11-24T12:00:00",,"Cancelled","Manufacture of chemicals and chemical products","Supply, Delivery and of Off-Loading of Ammonium Hydroxide to Umgeni Water Sites","Documents will only be issued in electronic format, during working hours from 09h00 to 15h00 from 24 October 2022 to 04 November 2022.

non-refundable tender fee of R 200 payable by Electronic Fund Transfer is required before requesting the Tender Document. Proof of EFT payment is to be provided. The said transfers may be made to:

BANK NAME;		NEDBANK LIMITED
ACCOUNT NAME:	UMGENI WATER BOARD – MAIN ACCOUNT
ACCOUNT NUMBER:	1196366594
REFERENCE:		TENDER NO. 2022/057 and COMPANY NAME.","KwaZulu-Natal","Mbali Ngema","mbali.Ngema@umgeni.co.za","033-341-1323","N/A",,"N/A"," NO","WRONG TENDER NUMBER"
