"id","tender_No","type","delivery","department","date_Published","cbrief","cd","dp","closing_Date","brief","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","conditions","bf","bc"
38835,"ITVETC-001/11/2022","Request for Bid(Open-Tender)","2020 ZONE D GWADANA DRIVE EZIBELENI - QUEENSTOWN - QUEENSTOWN - 5326","IKHALA PUBLIC TVET COLLEGE","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Thursday, 10 November 2022 - 10:00","2022-11-10T10:00:00","Published","Education","PROCUREMENT OF STATIONERY FOR A 3 YEAR PERIOD","Eastern Cape","N W FUTSHANE","nkosinathi.futshane@ikhala.edu.za","047-873-8811","N/A","IKHALA TVET COLLEGE-2020 GWADANA DRIVE,EZIBELENI.5326","Please note: a compulsory briefing session will be held on the date and time as indicated here. No special arrangements will be made for interested parties who arrive late for the briefing session. Cut off time for the site briefing session is only 5 minutes. ","Yes","Yes"
38838,"ITVETC-002/11/2022","Request for Bid(Open-Tender)","2020 ZONE D GWADANA DRIVE EZIBELENI - QUEENSTOWN - QUEENSTOWN - 5326","IKHALA PUBLIC TVET COLLEGE","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Thursday, 10 November 2022 - 11:00","2022-11-10T11:00:00","Published","Education","PROCUREMENT OF TEXTBOOKS FOR A PERIOD OF 3 YEARS","Eastern Cape","N W FUTSHANE","nkosinathi.futshane@ikhala.edu.za","047-873-8811","N/A","2020, ZONE D GWADANA DRIVE, EZIBELENI, IKHALA TVET ADMIN CENTRE","Please note: A compulsory site briefing session will be held on the date and time as indicated above. No special arrangements will be made for interested parties who arrive late for site briefing session. Cut off time for the site briefing session is 5 minutes.","Yes","Yes"
38840,"ITVETC-003/11/2022","Request for Bid(Open-Tender)","IKHALATVET COLLEGE  ALIWAL NORTH - SOMERSET STREET - SOMERSET STREET - 5326","IKHALA PUBLIC TVET COLLEGE","2022-11-04T00:00:00",false,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","<not available>",,"Published","Other manufacturing","PROCUREMENT OF A TRACTOR GRASS CUTTER FOR ALIWAL NORTH ENGINERRING CAMPUS","Eastern Cape","N W FUTSHANE","nkosinathi.futshane@ikhala.edu.za","047-873-8811","N/A",,"Documents are not for free"," NO"," NO"
38933,"ENG 13/2022/23","Request for Proposal","Theewaterskloof - CALEDON - CALEDON - 7230","Theewaterkloof Municipality","2022-11-04T00:00:00",true,"Friday, 09 December 2022 - 12:00","Friday, 04 November 2022","2022-12-09T12:00:00","Wednesday, 16 November 2022 - 10:00","2022-11-16T10:00:00","Published","Water supply; sewerage, waste management and remediation activities","UPGRADING OF TESSELAARSDAL WATER NETWORK, PHASE 1","Western Cape","Nigel Kayser","nigelka@twk.org.za","028-214-3300","028-212-2199","Technical and Infrastructure Implementation Services Directorate, 26 Kerk Street , Caledon ","N/A","Yes","Yes"
38940,"PEQ12/2022","Request for Quotation",,"Public Works","2022-11-04T00:00:00",true,"Tuesday, 22 November 2022 - 11:00","Friday, 04 November 2022","2022-11-22T11:00:00","Tuesday, 15 November 2022 - 11:00","2022-11-15T11:00:00","Published","Services: Professional","Cradock Magistrates Court: Department Of Justice & Constitutional Development: Repairs & Renovations. (Appointment Of A Health & Safety Agent)","Eastern Cape","PETER BLOUW","peter.blouw@dpw.gov.za","041-408-2076","N/A","Cradock Magistrates Court","Attached In Tender Document","Yes","Yes"
38943,"PEHQ06/2022","Request for Quotation",,"Public Works","2022-11-04T00:00:00",false,"Tuesday, 15 November 2022 - 11:00","Friday, 04 November 2022","2022-11-15T11:00:00","<not available>",,"Published","Services: General","UITENHAGE MAGISTRATES COURT: PROVISION OF HORTICULTURAL MAINTENANCE SERVICES FOR A PERIOD OF TWENTY FOUR (24)  MONTHS.","Eastern Cape","PETER BLOUW","peter.blouw@dpw.gov.za","041-408-2076","N/A",,"ATTACHED IN TENDER DOCUMENT"," NO"," NO"
38945,"PEHQ07/2022","Request for Quotation",,"Public Works","2022-11-04T00:00:00",false,"Tuesday, 15 November 2022 - 11:00","Friday, 04 November 2022","2022-11-15T11:00:00","<not available>",,"Published","Services: General","ABERDEEN & STEYTLEVILLE MAGISTRATES COURT:  PROVISION OF HORTICULTURAL MAINTENANCE SERVICES FOR A PERIOD OF TWENTY FOUR (24) MONTHS","Eastern Cape","PETER BLOUW","peter.blouw@dpw.gov.za","041-408-2076","N/A",,"ATTACHE IN THE TENDER DOCUMENT"," NO"," NO"
38947,"PEHQ08/2022","Request for Quotation",,"Public Works","2022-11-04T00:00:00",false,"Tuesday, 15 November 2022 - 11:00","Friday, 04 November 2022","2022-11-15T11:00:00","<not available>",,"Published","Services: General","EAST LONDON: PUBLIC WORKS FM SATELLITE OFFICE: PROVISION OF HORTICULTURAL MAINTENANCE SERVICES FOR A PERIOD OF THIRTY SIX (36) MONTHS","Eastern Cape","PETER BLOUW","peter.blouw@dpw.gov.za","041-408-2076","N/A",,"ATTACHED IN THE TENDER DOCUMENT"," NO"," NO"
38955,"192S/2022/23","Request for Bid(Open-Tender)","Civic Centre, 12 Hertzog Boulevard - Cape Town - Cape Town - 8000","City of Cape Town","2022-11-04T00:00:00",true,"Monday, 05 December 2022 - 10:00","Friday, 04 November 2022","2022-12-05T10:00:00","Friday, 18 November 2022 - 10:00","2022-11-18T10:00:00","Published","Telecommunications","SUPPLY OF VOIP SERVICES TO CITY OF CAPE TOWN","Western Cape","Abubakr Saban","Abubakr.saban@capetown.gov.za","000-000-0000","000-000-0000","Skype Meeting: https://meet.capetown.gov.za/abubakr.saban/H4WCTL8R?sl=1","Bids must be compliant with the Preferential Procurement regulations, 2017 including but not limited to local content, functionality, price
and preference, eligibility criteria and relevant statutory criteria. The details of this are contained in the tender document. Only locally
produced or manufactured goods, meeting the stipulated minimum threshold for local production and content, will be considered.","Yes"," NO"
38956,"199S/2022/23","Request for Bid(Open-Tender)","Civic Centre, 12 Hertzog Boulevard - Cape Town - Cape Town - 8000","City of Cape Town","2022-11-04T00:00:00",false,"Thursday, 08 December 2022 - 11:00","Friday, 04 November 2022","2022-12-08T11:00:00","<not available>",,"Published","Services: Functional (Including Cleaning and Security Services)","PROVISION OF SECURITY SERVICES AT VARIOUS COUNCIL FACILITIES, PATROL ROUTES AND ADHOC SITES","Western Cape","Theodore Jackson","Theodore.Jackson@capetown.gov.za","000-000-0000","000-000-0000","Virtual Meeting via Skype: https://meet.capetown.gov.za/elton.norris/9K7Q8D1P","Bids must be compliant with the Preferential Procurement regulations, 2017 including but not limited to local content, functionality, price
and preference, eligibility criteria and relevant statutory criteria. The details of this are contained in the tender document. Only locally
produced or manufactured goods, meeting the stipulated minimum threshold for local production and content, will be considered.","Yes","Yes"
38958,"TMT-LDOE-2022/23- LPCL4B","Request for Bid(Open-Tender)","25 RHODESDRIFT - BENDOR - Limpopo - 0699","THE MVULA TRUST","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 11:00","2022-11-11T11:00:00","Published","Construction of buildings","CONSTRUCTION OF WATER, SANITATION & FENCING INFRASTRUCTURE AT BENSON SHIVITI PRIMARY SCHOOL IN LIMPOPO PROVINCE
","Limpopo","MDUDUZI NTULI","mduduzin@themvulatrust.org.za","011-403-3425","N/A","Benson Shiiviti Primary School in Thomo Village ","N/A","Yes","Yes"
38959,"TMT-LDOE-2022/23- LPCL13B","Request for Bid(Open-Tender)","25 RHODESDRIFT - BENDOR - Limpopo - 0699","THE MVULA TRUST","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 11:00","2022-11-11T11:00:00","Published","Construction of buildings","CONSTRUCTION OF WATER & SANITATION INFRASTRUCTURE AT KABELO SECONDARY SCHOOL ","Limpopo","MDUDUZI NTULI","mduduzin@themvulatrust.org.za","011-403-3425","N/A","Benson Shiviti Primary School in Thomo Village ","N/A","Yes","Yes"
38960,"TMT-LDOE-2022/23- LPCL14C","Request for Bid(Open-Tender)","25 RHODESDRIFT - BENDOR - Limpopo - 0699","THE MVULA TRUST","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 11:00","2022-11-11T11:00:00","Published","Construction of buildings","CONSTRUCTION OF WATER & SANITATION INFRASTRUCTURE AT CLUSTER 14 IN LIMPOPO KGOLAKALELEME SECONDARY SCHOOL  
","Limpopo","MDUDUZI NTULI","mduduzin@themvulatrust.org.za","011-403-3425","N/A","Benson Shiviti Primary School in Thomo Village ","N/A","Yes","Yes"
38961,"TMT-LDOE-2022/23- LPCL14D","Request for Bid(Open-Tender)","25 RHODESDRIFT - BENDOR - Limpopo - 0699","THE MVULA TRUST","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 11:00","2022-11-11T11:00:00","Published","Construction of buildings","CONSTRUCTION OF WATER & SANITATION INFRASTRUCTURE AT KHEKHUTINI PRIMARY SCHOOL   IN LIMPOPO UNDER THE LDOE PROGRAMME ","Limpopo","MDUDUZI NTULI","mduduzin@themvulatrust.org.za","011-403-3425","N/A","Benson Shiviti Primary School in Thomo Village ","N/A","Yes","Yes"
38962,"TMT-LDOE-2022/23- LPCL1A","Request for Bid(Open-Tender)","25 RHODESDRIFT - BENDOR - Limpopo - 0699","THE MVULA TRUST","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 11:00","2022-11-11T11:00:00","Published","Construction of buildings","CONSTRUCTION OF WATER & SANITATION INFRASTRUCTURE AT MMASESHA PRIMARY SCHOOL IN LIMPOPO PROVINCE","Limpopo","MDUDUZI NTULI","mduduzin@themvulatrust.org.za","011-403-3425","N/A","Benson Shiviti Primary School in Thomo Village ","N/A","Yes","Yes"
38964,"TMT-LDOE-2022/23- LPCL8G","Request for Bid(Open-Tender)","25 RHODESDRIFT - BENDOR - Limpopo - 0699","THE MVULA TRUST","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 11:00","2022-11-11T11:00:00","Published","Construction of buildings","CONSTRUCTION OF WATER, SANITATION & FENCING INFRASTRUCTURE AT RALSON TSHINANNE SECONDARY SCHOOL IN LIMPOPO PROVINCE","Limpopo","MDUDUZI NTULI","mduduzin@themvulatrust.org.za","011-403-3425","N/A","Benson Shiviti Primary School in Thomo Village ","N/A","Yes","Yes"
38965,"TMT-LDOE-2022/23- LPCL8J","Request for Bid(Open-Tender)","25 RHODESDRIFT - BENDOR - Limpopo - 0699","THE MVULA TRUST","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 11:00","2022-11-11T11:00:00","Published","Construction of buildings","CONSTRUCTION OF WATER, SANITATION & FENCING INFRASTRUCTURE AT RAMUSHASHA JUNIOR PRIMARY SCHOOL IN LIMPOPO PROVINCE","Limpopo","MDUDUZI NTULI","mduduzin@themvulatrust.org.za","011-403-3425","N/A","Benson Shiviti Primary School in Thomo Village ","N/A","Yes","Yes"
38966,"TMT-LDOE-2022/23-LPCL8F","Request for Bid(Open-Tender)","25 RHODESDRIFT - BENDOR - Limpopo - 0699","THE MVULA TRUST","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 11:00","2022-11-11T11:00:00","Published","Construction of buildings","CONSTRUCTION OF WATER, SANITATION & FENCING INFRASTRUCTURE AT TSHIKAMBE PRIMARY SCHOOL IN LIMPOPO PROVINCE
","Limpopo","MDUDUZI NTULI","mduduzin@themvulatrust.org.za","011-403-3425","N/A","Benson Shiviti Primary School in Thomo Village ","N/A","Yes","Yes"
38967,"TMT-LDOE-2022/23-LPCL8G","Request for Bid(Open-Tender)","25 RHODESDRIFT - BENDOR - POLOKWANE - 0699","THE MVULA TRUST","2022-11-04T00:00:00",true,"Friday, 25 November 2022 - 11:00","Friday, 04 November 2022","2022-11-25T11:00:00","Friday, 11 November 2022 - 11:00","2022-11-11T11:00:00","Published","Construction of buildings","CONSTRUCTION OF WATER, SANITATION & FENCING INFRASTRUCTURE AT RALSON TSHINANNE SECONDARY SCHOOL IN LIMPOPO PROVINCE","Limpopo","MDUDUZI NTULI","mduduzin@themvulatrust.org.za","011-403-3425","N/A","Benson Shiviti Primary School in Thomo Village ","N/A","Yes","Yes"
38977,"PEHQ09/2022","Request for Quotation",,"Public Works","2022-11-04T00:00:00",false,"Tuesday, 15 November 2022 - 11:00","Friday, 04 November 2022","2022-11-15T11:00:00","<not available>",,"Published","Services: General","QUEENSTOWN MAGISTRATES COURT: PROVISION OF HORTICULTURAL MAINTENANCE SERVICE FOR A PERIOD OF TWENTY FOUR (24) MONTHS.","Eastern Cape","PETER BLOUW","peter.blouw@dpw.gov.za","041-408-2076","N/A",,"ATTACHED TO THE TENDER DOCUMENT"," NO"," NO"
38978,"PEHQ10/2022","Request for Quotation",,"Public Works","2022-11-04T00:00:00",false,"Tuesday, 15 November 2022 - 11:00","Friday, 04 November 2022","2022-11-15T11:00:00","<not available>",,"Published","Services: General","WHITTLESEA MAGISTRATES COURT: PROVISION OF HORTICULTURAL MAINTENANCE SERVICE FOR A PERIOD OF TWENTY FOUR (24) MONTHS","Eastern Cape","PETER BLOUW","peter.blouw@dpw.gov.za","041-408-2076","N/A",,"ATTACHED TO THE TENDER DOCUMENT"," NO"," NO"
38979,"RFQ:1031590","Request for Quotation","522 Impala Road  - Glenvista - Johannesburg - 2091","Rand Water","2022-11-04T00:00:00",false,"Wednesday, 09 November 2022 - 00:00","Friday, 04 November 2022","2022-11-09T00:00:00","<not available>",,"Published","Postal and courier activities","PROVISSION OF CORPORATE COURIER SERVICES FOR A PERIOD OF 3YEARS ON AS AND WHEN BASIS","Gauteng","Nkululeko Mkhabela","scmquotations@randwater.co.za","011-682-7223","011-682-7223",,"N/A"," NO"," NO"
38981,"TDR356/2022/2023","Request for Bid(Open-Tender)","Herbertsdale - MOSSEL BAY MUNICIPALITY - MOSSEL BAY - 6500","Mossel Bay Municipality","2022-11-04T00:00:00",true,"Friday, 09 December 2022 - 12:00","Friday, 04 November 2022","2022-12-09T12:00:00","Wednesday, 16 November 2022 - 11:00","2022-11-16T11:00:00","Published","Services: General","HERBERTSDALE DEFORESTATION PROJECT ","Western Cape","Mr. Setchmor Rhoodes","srhoodes@mosselbay.gov.za","044-606-5000","N/A","Herbertsdale Library, 8 Main Road, Herbertsdale","N/A","Yes","Yes"
38982,"19/1/9/1/80TR (22)","Request for Bid(Open-Tender)","117 CRESSWELL ROAD - SILVERTON - PRETORIA - 0184","South African Police Service","2022-11-04T00:00:00",true,"Monday, 05 December 2022 - 11:00","Friday, 04 November 2022","2022-12-05T11:00:00","Friday, 11 November 2022 - 10:00","2022-11-11T10:00:00","Published","Services: General","SUPPLY  AND INSTALLATION OF THE UNCAPPED NON–SAPS FIBRE FOR CYBERCRIME ACT ONLINE ACTIVITIES MAINTENANCE AND SUPPORT AT SOUTH AFRICAN POLICE  FOR THE PERIOD OF THREE (3) YEARS: DIVISION: TECHNOLOGY MANAGEMENT SERVICE","National","LT COLONEL TINYIKO MAHLAULE","MAHLAULEG@SAPS.GOV.ZA","012-841-7852","012-841-7475","SAPS-DIVISION: TMS, BOARDROOM, POSTPARK NORTH, 1234 CORNER STANZA BOPAPE AND JAN SHOBA,HATFIELD,0028","COMPULSORY BRIEFING SESSION MUST BE ATTENDED","Yes","Yes"
38983,"TIA002/2022","Request for Bid(Open-Tender)","83 Lois Avenue - Menlyn - Pretoria - 0181","Technology Innovation Agency","2022-11-04T00:00:00",true,"Monday, 28 November 2022 - 11:00","Friday, 04 November 2022","2022-11-28T11:00:00","Monday, 14 November 2022 - 11:00","2022-11-14T11:00:00","Published","Services: Professional","Appointment of External Auditors for Technology Innovation Agency","National","Mandisa Pitso","mandisa.pitso@tia.org.za","012-472-2751","N/A","Online platform via microsoft teams ","For briefing session 
Date: 14 November 2022
Time: 11:00am
(Applicants to e-mail mandisa.pitso@tia.org.za (not for tender submissions) - please write TIA002/2022 BRIEFING SESSION LINK on the subject line to request for the link). This will be via Microsoft Teams

For submissions 
Electronic submissions: Tenders@tia.org.za
Please note that our servers will block any file greater than 200MB. If your file is greater than 200MB, please divide your submission into parts that are equal or less than 200MB and state on the subject ‘Part 1, Part2 or Part 3’.
E.G. TIA002/2022 – PART 1 (on the subject line)","Yes","Yes"
